date,plant_id,sku_id,sales_units,net_sales_mxn,promo_flag,price_mxn
2025-08-09,MX-TOL,SKU-danone-bebible-natural-deslactosado,8758,196183.25,0,22.4
2025-08-10,MX-TOL,SKU-danone-bebible-natural-deslactosado,10414,233278.41,0,22.4
2025-08-11,MX-TOL,SKU-danone-bebible-natural-deslactosado,9903,221831.78,0,22.4
2025-08-12,MX-TOL,SKU-danone-bebible-natural-deslactosado,12318,275928.89,0,22.4
2025-08-13,MX-TOL,SKU-danone-bebible-natural-deslactosado,12898,288921.16,0,22.4
2025-08-14,MX-TOL,SKU-danone-bebible-natural-deslactosado,10492,235025.65,0,22.4
2025-08-15,MX-TOL,SKU-danone-bebible-natural-deslactosado,14639,327920.36,1,22.4
2025-08-16,MX-TOL,SKU-danone-bebible-natural-deslactosado,10047,225057.44,0,22.4
2025-08-17,MX-TOL,SKU-danone-bebible-natural-deslactosado,10594,237310.5,0,22.4
2025-08-18,MX-TOL,SKU-danone-bebible-natural-deslactosado,16396,367277.98,1,22.4
2025-08-19,MX-TOL,SKU-danone-bebible-natural-deslactosado,11413,255656.47,0,22.4
2025-08-20,MX-TOL,SKU-danone-bebible-natural-deslactosado,11142,249585.95,0,22.4
2025-08-21,MX-TOL,SKU-danone-bebible-natural-deslactosado,10478,234712.04,0,22.4
2025-08-22,MX-TOL,SKU-danone-bebible-natural-deslactosado,9673,216679.67,0,22.4
2025-08-23,MX-TOL,SKU-danone-bebible-natural-deslactosado,12810,286949.92,1,22.4
2025-08-24,MX-TOL,SKU-danone-bebible-natural-deslactosado,10258,229783.94,0,22.4
2025-08-25,MX-TOL,SKU-danone-bebible-natural-deslactosado,11079,248174.72,0,22.4
2025-08-26,MX-TOL,SKU-danone-bebible-natural-deslactosado,12468,279288.96,0,22.4
2025-08-27,MX-TOL,SKU-danone-bebible-natural-deslactosado,11924,267103.11,0,22.4
2025-08-28,MX-TOL,SKU-danone-bebible-natural-deslactosado,16689,373841.31,1,22.4
2025-08-29,MX-TOL,SKU-danone-bebible-natural-deslactosado,10176,227947.1,0,22.4
2025-08-30,MX-TOL,SKU-danone-bebible-natural-deslactosado,11950,267685.52,0,22.4
2025-08-31,MX-TOL,SKU-danone-bebible-natural-deslactosado,10533,235944.07,0,22.4
2025-09-01,MX-TOL,SKU-danone-bebible-natural-deslactosado,10142,227185.49,0,22.4
2025-09-02,MX-TOL,SKU-danone-bebible-natural-deslactosado,10741,240603.36,0,22.4
2025-09-03,MX-TOL,SKU-danone-bebible-natural-deslactosado,12427,278370.54,0,22.4
2025-09-04,MX-TOL,SKU-danone-bebible-natural-deslactosado,11179,250414.77,0,22.4
2025-09-05,MX-TOL,SKU-danone-bebible-natural-deslactosado,11039,247278.7,0,22.4
2025-09-06,MX-TOL,SKU-danone-bebible-natural-deslactosado,10232,229201.53,0,22.4
2025-09-07,MX-TOL,SKU-danone-bebible-natural-deslactosado,10017,224385.43,0,22.4
2025-09-08,MX-TOL,SKU-danone-bebible-natural-deslactosado,10197,228417.51,0,22.4
2025-09-09,MX-TOL,SKU-danone-bebible-natural-deslactosado,10370,232292.79,0,22.4
2025-09-10,MX-TOL,SKU-danone-bebible-natural-deslactosado,11590,259621.36,0,22.4
2025-09-11,MX-TOL,SKU-danone-bebible-natural-deslactosado,16119,361073.05,1,22.4
2025-09-12,MX-TOL,SKU-danone-bebible-natural-deslactosado,10670,239012.93,0,22.4
2025-09-13,MX-TOL,SKU-danone-bebible-natural-deslactosado,11763,263496.64,1,22.4
2025-09-14,MX-TOL,SKU-danone-bebible-natural-deslactosado,10262,229873.54,0,22.4
2025-09-15,MX-TOL,SKU-danone-bebible-natural-deslactosado,11326,253707.63,0,22.4
2025-09-16,MX-TOL,SKU-danone-bebible-natural-deslactosado,11015,246741.09,0,22.4
2025-09-17,MX-TOL,SKU-danone-bebible-natural-deslactosado,12222,273778.45,0,22.4
2025-09-18,MX-TOL,SKU-danone-bebible-natural-deslactosado,11539,258478.93,0,22.4
2025-09-19,MX-TOL,SKU-danone-bebible-natural-deslactosado,9574,214462.02,0,22.4
2025-09-20,MX-TOL,SKU-danone-bebible-natural-deslactosado,10232,229201.53,0,22.4
2025-09-21,MX-TOL,SKU-danone-bebible-natural-deslactosado,10623,237960.11,0,22.4
2025-09-22,MX-TOL,SKU-danone-bebible-natural-deslactosado,11992,268626.34,0,22.4
2025-09-23,MX-TOL,SKU-danone-bebible-natural-deslactosado,17033,381547.07,1,22.4
2025-09-24,MX-TOL,SKU-danone-bebible-natural-deslactosado,10791,241723.39,0,22.4
2025-09-25,MX-TOL,SKU-danone-bebible-natural-deslactosado,10671,239035.33,0,22.4
2025-09-26,MX-TOL,SKU-danone-bebible-natural-deslactosado,11020,246853.09,0,22.4
2025-09-27,MX-TOL,SKU-danone-bebible-natural-deslactosado,13724,307423.94,1,22.4
2025-09-28,MX-TOL,SKU-danone-bebible-natural-deslactosado,10633,238184.11,0,22.4
2025-09-29,MX-TOL,SKU-danone-bebible-natural-deslactosado,14502,324851.5,0,22.4
2025-09-30,MX-TOL,SKU-danone-bebible-natural-deslactosado,12506,280140.18,0,22.4
2025-10-01,MX-TOL,SKU-danone-bebible-natural-deslactosado,13288,297657.34,0,22.4
2025-10-02,MX-TOL,SKU-danone-bebible-natural-deslactosado,16456,368622.0,1,22.4
2025-10-03,MX-TOL,SKU-danone-bebible-natural-deslactosado,11185,250549.17,0,22.4
2025-10-04,MX-TOL,SKU-danone-bebible-natural-deslactosado,9783,219143.72,0,22.4
2025-10-05,MX-TOL,SKU-danone-bebible-natural-deslactosado,10880,243717.03,0,22.4
2025-10-06,MX-TOL,SKU-danone-bebible-natural-deslactosado,10446,233995.23,0,22.4
2025-10-07,MX-TOL,SKU-danone-bebible-natural-deslactosado,11785,263989.45,0,22.4
2025-10-08,MX-TOL,SKU-danone-bebible-natural-deslactosado,15516,347565.57,1,22.4
2025-10-09,MX-TOL,SKU-danone-bebible-natural-deslactosado,11716,262443.81,0,22.4
2025-10-10,MX-TOL,SKU-danone-bebible-natural-deslactosado,12656,283500.25,0,22.4
2025-10-11,MX-TOL,SKU-danone-bebible-natural-deslactosado,8575,192083.96,0,22.4
2025-10-12,MX-TOL,SKU-danone-bebible-natural-deslactosado,10868,243448.22,0,22.4
2025-10-13,MX-TOL,SKU-danone-bebible-natural-deslactosado,9741,218202.9,0,22.4
2025-10-14,MX-TOL,SKU-danone-bebible-natural-deslactosado,11610,260069.37,0,22.4
2025-10-15,MX-TOL,SKU-danone-bebible-natural-deslactosado,13360,299270.17,0,22.4
2025-10-16,MX-TOL,SKU-danone-bebible-natural-deslactosado,11751,263227.83,0,22.4
2025-10-17,MX-TOL,SKU-danone-bebible-natural-deslactosado,9801,219546.93,0,22.4
2025-10-18,MX-TOL,SKU-danone-bebible-natural-deslactosado,9546,213834.81,0,22.4
2025-10-19,MX-TOL,SKU-danone-bebible-natural-deslactosado,10911,244411.44,0,22.4
2025-10-20,MX-TOL,SKU-danone-bebible-natural-deslactosado,10577,236929.69,0,22.4
2025-10-21,MX-TOL,SKU-danone-bebible-natural-deslactosado,12329,276175.3,0,22.4
2025-10-22,MX-TOL,SKU-danone-bebible-natural-deslactosado,12388,277496.92,0,22.4
2025-10-23,MX-TOL,SKU-danone-bebible-natural-deslactosado,14684,328928.39,1,22.4
2025-10-24,MX-TOL,SKU-danone-bebible-natural-deslactosado,12620,282693.83,0,22.4
2025-10-25,MX-TOL,SKU-danone-bebible-natural-deslactosado,14097,315779.31,1,22.4
2025-10-26,MX-TOL,SKU-danone-bebible-natural-deslactosado,8710,195108.03,0,22.4
2025-10-27,MX-TOL,SKU-danone-bebible-natural-deslactosado,11450,256485.29,0,22.4
2025-10-28,MX-TOL,SKU-danone-bebible-natural-deslactosado,11527,258210.13,0,22.4
2025-10-29,MX-TOL,SKU-danone-bebible-natural-deslactosado,13243,296649.32,0,22.4
2025-10-30,MX-TOL,SKU-danone-bebible-natural-deslactosado,11046,247435.5,0,22.4
2025-10-31,MX-TOL,SKU-danone-bebible-natural-deslactosado,10720,240132.95,0,22.4
2025-11-01,MX-TOL,SKU-danone-bebible-natural-deslactosado,10627,238049.71,0,22.4
2025-11-02,MX-TOL,SKU-danone-bebible-natural-deslactosado,11162,250033.96,0,22.4
2025-11-03,MX-TOL,SKU-danone-bebible-natural-deslactosado,13514,302719.84,1,22.4
2025-11-04,MX-TOL,SKU-danone-bebible-natural-deslactosado,11898,266520.7,0,22.4
2025-11-05,MX-TOL,SKU-danone-bebible-natural-deslactosado,11978,268312.74,0,22.4
2025-11-06,MX-TOL,SKU-danone-bebible-natural-deslactosado,11226,251467.59,0,22.4
2025-11-07,MX-TOL,SKU-danone-bebible-natural-deslactosado,12401,277788.13,0,22.4
2025-11-08,MX-TOL,SKU-danone-bebible-natural-deslactosado,10591,237243.29,0,22.4
2025-11-09,MX-TOL,SKU-danone-bebible-natural-deslactosado,9427,211169.16,0,22.4
2025-11-10,MX-TOL,SKU-danone-bebible-natural-deslactosado,12216,273644.05,0,22.4
2025-11-11,MX-TOL,SKU-danone-bebible-natural-deslactosado,14362,321715.44,0,22.4
2025-11-12,MX-TOL,SKU-danone-bebible-natural-deslactosado,13538,303257.46,0,22.4
2025-11-13,MX-TOL,SKU-danone-bebible-natural-deslactosado,10450,234084.83,0,22.4
2025-11-14,MX-TOL,SKU-danone-bebible-natural-deslactosado,10491,235003.25,0,22.4
2025-11-15,MX-TOL,SKU-danone-bebible-natural-deslactosado,11347,254178.04,0,22.4
2025-11-16,MX-TOL,SKU-danone-bebible-natural-deslactosado,9934,222526.19,0,22.4
2025-11-17,MX-TOL,SKU-danone-bebible-natural-deslactosado,11836,265131.87,0,22.4
2025-11-18,MX-TOL,SKU-danone-bebible-natural-deslactosado,13095,293334.05,0,22.4
2025-11-19,MX-TOL,SKU-danone-bebible-natural-deslactosado,11628,260472.57,0,22.4
2025-11-20,MX-TOL,SKU-danone-bebible-natural-deslactosado,11891,266363.89,0,22.4
2025-11-21,MX-TOL,SKU-danone-bebible-natural-deslactosado,8119,181869.35,0,22.4
2025-11-22,MX-TOL,SKU-danone-bebible-natural-deslactosado,12533,280744.99,1,22.4
2025-11-23,MX-TOL,SKU-danone-bebible-natural-deslactosado,10361,232091.19,0,22.4
2025-11-24,MX-TOL,SKU-danone-bebible-natural-deslactosado,10333,231463.98,0,22.4
2025-11-25,MX-TOL,SKU-danone-bebible-natural-deslactosado,14001,313628.87,0,22.4
2025-11-26,MX-TOL,SKU-danone-bebible-natural-deslactosado,11170,250213.16,0,22.4
2025-11-27,MX-TOL,SKU-danone-bebible-natural-deslactosado,11577,259330.15,0,22.4
2025-11-28,MX-TOL,SKU-danone-bebible-natural-deslactosado,11123,249160.34,0,22.4
2025-11-29,MX-TOL,SKU-danone-bebible-natural-deslactosado,11590,259621.36,0,22.4
2025-11-30,MX-TOL,SKU-danone-bebible-natural-deslactosado,9400,210564.34,0,22.4
2025-12-01,MX-TOL,SKU-danone-bebible-natural-deslactosado,12601,282268.22,0,22.4
2025-12-02,MX-TOL,SKU-danone-bebible-natural-deslactosado,12447,278818.55,0,22.4
2025-12-03,MX-TOL,SKU-danone-bebible-natural-deslactosado,11673,261480.59,0,22.4
2025-12-04,MX-TOL,SKU-danone-bebible-natural-deslactosado,12496,279916.17,0,22.4
2025-12-05,MX-TOL,SKU-danone-bebible-natural-deslactosado,11231,251579.59,0,22.4
2025-12-06,MX-TOL,SKU-danone-bebible-natural-deslactosado,9935,222548.59,0,22.4
2025-12-07,MX-TOL,SKU-danone-bebible-natural-deslactosado,10725,240244.96,0,22.4
2025-12-08,MX-TOL,SKU-danone-bebible-natural-deslactosado,11220,251333.18,0,22.4
2025-12-09,MX-TOL,SKU-danone-bebible-natural-deslactosado,16628,372474.88,1,22.4
2025-12-10,MX-TOL,SKU-danone-bebible-natural-deslactosado,13395,300054.19,0,22.4
2025-12-11,MX-TOL,SKU-danone-bebible-natural-deslactosado,13637,305475.1,0,22.4
2025-12-12,MX-TOL,SKU-danone-bebible-natural-deslactosado,13197,295618.9,1,22.4
2025-12-13,MX-TOL,SKU-danone-bebible-natural-deslactosado,12269,274831.27,0,22.4
2025-12-14,MX-TOL,SKU-danone-bebible-natural-deslactosado,9038,202455.38,0,22.4
2025-12-15,MX-TOL,SKU-danone-bebible-natural-deslactosado,11485,257269.31,0,22.4
2025-12-16,MX-TOL,SKU-danone-bebible-natural-deslactosado,13133,294185.27,0,22.4
2025-12-17,MX-TOL,SKU-danone-bebible-natural-deslactosado,13063,292617.24,0,22.4
2025-12-18,MX-TOL,SKU-danone-bebible-natural-deslactosado,11548,258680.54,0,22.4
2025-12-19,MX-TOL,SKU-danone-bebible-natural-deslactosado,10963,245576.27,0,22.4
2025-12-20,MX-TOL,SKU-danone-bebible-natural-deslactosado,10110,226468.67,0,22.4
2025-12-21,MX-TOL,SKU-danone-bebible-natural-deslactosado,10249,229582.34,0,22.4
2025-12-22,MX-TOL,SKU-danone-bebible-natural-deslactosado,12469,279311.36,0,22.4
2025-12-23,MX-TOL,SKU-danone-bebible-natural-deslactosado,12956,290220.39,0,22.4
2025-12-24,MX-TOL,SKU-danone-bebible-natural-deslactosado,12118,271448.8,0,22.4
2025-12-25,MX-TOL,SKU-danone-bebible-natural-deslactosado,13083,293065.25,0,22.4
2025-12-26,MX-TOL,SKU-danone-bebible-natural-deslactosado,11471,256955.7,0,22.4
2025-12-27,MX-TOL,SKU-danone-bebible-natural-deslactosado,11256,252139.6,0,22.4
2025-12-28,MX-TOL,SKU-danone-bebible-natural-deslactosado,14969,335312.52,1,22.4
2025-12-29,MX-TOL,SKU-danone-bebible-natural-deslactosado,10947,245217.86,0,22.4
2025-12-30,MX-TOL,SKU-danone-bebible-natural-deslactosado,12082,270642.38,0,22.4
2025-12-31,MX-TOL,SKU-danone-bebible-natural-deslactosado,13654,305855.91,0,22.4
2026-01-01,MX-TOL,SKU-danone-bebible-natural-deslactosado,16959,379889.44,1,22.4
2026-01-02,MX-TOL,SKU-danone-bebible-natural-deslactosado,11224,251422.79,0,22.4
2026-01-03,MX-TOL,SKU-danone-bebible-natural-deslactosado,10713,239976.15,0,22.4
2026-01-04,MX-TOL,SKU-danone-bebible-natural-deslactosado,15774,353344.89,1,22.4
2026-01-05,MX-TOL,SKU-danone-bebible-natural-deslactosado,11217,251265.98,0,22.4
2026-01-06,MX-TOL,SKU-danone-bebible-natural-deslactosado,13258,296985.33,0,22.4
2026-01-07,MX-TOL,SKU-danone-bebible-natural-deslactosado,12728,285113.08,0,22.4
2026-01-08,MX-TOL,SKU-danone-bebible-natural-deslactosado,12093,270888.79,0,22.4
2026-01-09,MX-TOL,SKU-danone-bebible-natural-deslactosado,12283,275144.88,0,22.4
2026-01-10,MX-TOL,SKU-danone-bebible-natural-deslactosado,11362,254514.05,0,22.4
2026-01-11,MX-TOL,SKU-danone-bebible-natural-deslactosado,11601,259867.76,0,22.4
2026-01-12,MX-TOL,SKU-danone-bebible-natural-deslactosado,13058,292505.23,0,22.4
2026-01-13,MX-TOL,SKU-danone-bebible-natural-deslactosado,12777,286210.7,0,22.4
2026-01-14,MX-TOL,SKU-danone-bebible-natural-deslactosado,13700,306886.33,0,22.4
2026-01-15,MX-TOL,SKU-danone-bebible-natural-deslactosado,12052,269970.37,0,22.4
2025-07-20,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,920,39165.85,1,42.57
2025-07-21,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,789,33588.98,0,42.57
2025-07-22,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,883,37590.7,0,42.57
2025-07-23,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,858,36526.42,0,42.57
2025-07-24,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,888,37803.56,0,42.57
2025-07-25,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,882,37548.13,0,42.57
2025-07-26,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,713,30353.54,0,42.57
2025-07-27,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,823,35036.41,0,42.57
2025-07-28,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,822,34993.84,0,42.57
2025-07-29,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,868,36952.13,0,42.57
2025-07-30,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,936,39847.0,0,42.57
2025-07-31,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,824,35078.98,0,42.57
2025-08-01,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,788,33546.4,0,42.57
2025-08-02,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,802,34142.41,1,42.57
2025-08-03,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,922,39251.0,0,42.57
2025-08-04,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,987,42018.15,1,42.57
2025-08-05,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,881,37505.56,0,42.57
2025-08-06,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,967,41166.72,0,42.57
2025-08-07,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,897,38186.71,0,42.57
2025-08-08,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,816,34738.41,0,42.57
2025-08-09,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,823,35036.41,0,42.57
2025-08-10,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,851,36228.41,0,42.57
2025-08-11,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,834,35504.7,0,42.57
2025-08-12,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,897,38186.71,0,42.57
2025-08-13,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,937,39889.57,0,42.57
2025-08-14,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,846,36015.56,1,42.57
2025-08-15,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,735,31290.11,0,42.57
2025-08-16,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,997,42443.86,1,42.57
2025-08-17,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,914,38910.42,0,42.57
2025-08-18,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,860,36611.56,0,42.57
2025-08-19,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1127,47978.17,1,42.57
2025-08-20,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1125,47893.03,1,42.57
2025-08-21,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1144,48701.89,0,42.57
2025-08-22,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,918,39080.71,0,42.57
2025-08-23,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,787,33503.83,0,42.57
2025-08-24,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,751,31971.26,0,42.57
2025-08-25,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,770,32780.12,0,42.57
2025-08-26,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,969,41251.86,0,42.57
2025-08-27,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,912,38825.28,0,42.57
2025-08-28,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,819,34866.12,0,42.57
2025-08-29,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,915,38953.0,1,42.57
2025-08-30,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,732,31162.4,0,42.57
2025-08-31,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,929,39549.0,0,42.57
2025-09-01,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,952,40528.14,0,42.57
2025-09-02,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,959,40826.14,0,42.57
2025-09-03,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1093,46530.74,0,42.57
2025-09-04,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,936,39847.0,0,42.57
2025-09-05,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,905,38527.28,1,42.57
2025-09-06,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,905,38527.28,0,42.57
2025-09-07,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,978,41635.0,1,42.57
2025-09-08,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,821,34951.27,0,42.57
2025-09-09,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,951,40485.57,0,42.57
2025-09-10,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,915,38953.0,0,42.57
2025-09-11,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,833,35462.13,0,42.57
2025-09-12,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,923,39293.57,0,42.57
2025-09-13,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,936,39847.0,0,42.57
2025-09-14,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,737,31375.25,0,42.57
2025-09-15,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,942,40102.43,0,42.57
2025-09-16,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,922,39251.0,0,42.57
2025-09-17,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,952,40528.14,0,42.57
2025-09-18,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,898,38229.28,0,42.57
2025-09-19,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,917,39038.14,1,42.57
2025-09-20,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,820,34908.7,0,42.57
2025-09-21,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,887,37760.99,1,42.57
2025-09-22,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,927,39463.85,0,42.57
2025-09-23,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,975,41507.29,0,42.57
2025-09-24,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,978,41635.0,0,42.57
2025-09-25,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1002,42656.72,1,42.57
2025-09-26,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,831,35376.98,0,42.57
2025-09-27,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,872,37122.42,0,42.57
2025-09-28,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,875,37250.13,0,42.57
2025-09-29,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,842,35845.27,0,42.57
2025-09-30,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,993,42273.58,0,42.57
2025-10-01,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1064,45296.16,0,42.57
2025-10-02,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,828,35249.27,0,42.57
2025-10-03,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,915,38953.0,0,42.57
2025-10-04,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,784,33376.12,0,42.57
2025-10-05,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1007,42869.58,1,42.57
2025-10-06,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,863,36739.27,0,42.57
2025-10-07,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,849,36143.27,0,42.57
2025-10-08,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,879,37420.42,0,42.57
2025-10-09,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,965,41081.57,0,42.57
2025-10-10,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,901,38356.99,0,42.57
2025-10-11,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,773,32907.83,0,42.57
2025-10-12,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,896,38144.14,0,42.57
2025-10-13,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,802,34142.41,0,42.57
2025-10-14,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,993,42273.58,0,42.57
2025-10-15,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,919,39123.28,0,42.57
2025-10-16,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1044,44444.73,1,42.57
2025-10-17,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,892,37973.85,0,42.57
2025-10-18,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,781,33248.4,0,42.57
2025-10-19,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,831,35376.98,0,42.57
2025-10-20,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1006,42827.01,0,42.57
2025-10-21,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,959,40826.14,0,42.57
2025-10-22,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1092,46488.16,0,42.57
2025-10-23,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,886,37718.42,0,42.57
2025-10-24,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,932,39676.71,0,42.57
2025-10-25,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,942,40102.43,0,42.57
2025-10-26,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,693,29502.1,0,42.57
2025-10-27,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,878,37377.85,0,42.57
2025-10-28,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1058,45040.73,0,42.57
2025-10-29,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1014,43167.58,0,42.57
2025-10-30,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,1010,42997.3,0,42.57
2025-10-31,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,856,36441.27,0,42.57
2025-11-01,MX-TOL,SKU-danone-bebible-de-fresa-deslactosado,856,36441.27,0,42.57
