date,plant_id,sku_id,opening_stock_units,production_units,inbound_transfers_units,outbound_transfers_units,sales_units,scrap_units,closing_stock_units,stockout_flag
2025-10-08,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,48816,2134,88,29,2683,11,48315,0
2025-10-09,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,48315,2273,51,359,2843,20,47417,0
2025-10-10,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47417,2077,466,230,2227,3,47500,0
2025-10-11,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47500,2180,426,89,2214,7,47796,0
2025-10-12,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47796,2134,377,47,2446,18,47796,0
2025-10-13,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47796,1979,433,350,2313,20,47525,0
2025-10-14,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47525,2414,121,275,2340,14,47431,0
2025-10-15,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47431,2672,544,117,2551,16,47963,0
2025-10-16,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47963,2202,217,195,2673,11,47503,0
2025-10-17,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47503,2411,475,227,2485,24,47653,0
2025-10-18,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47653,2414,617,279,2339,11,48055,0
2025-10-19,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,48055,1882,461,258,2127,14,47999,0
2025-10-20,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47999,2764,546,85,2698,15,48511,0
2025-10-21,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,48511,2794,183,371,2877,22,48218,0
2025-10-22,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,48218,2428,224,270,2875,0,47725,0
2025-10-23,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47725,2191,215,321,2411,19,47380,0
2025-10-24,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47380,1954,542,343,2301,12,47220,0
2025-10-25,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47220,1808,482,120,2344,12,47034,0
2025-10-26,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,47034,1762,313,143,2446,16,46504,0
2025-10-27,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,46504,1675,391,290,2332,0,45948,0
2025-10-28,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,45948,3627,81,262,3496,15,45883,0
2025-10-29,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,45883,2617,211,92,2760,1,45858,0
2025-10-30,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,45858,3112,382,369,2858,24,46101,0
2025-10-31,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,46101,2395,374,30,2195,20,46625,0
2025-11-01,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,46625,1762,324,322,2340,11,46038,0
2025-11-02,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,46038,1833,233,371,2367,23,45343,0
2025-11-03,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,45343,2638,556,16,2587,7,45927,0
2025-11-04,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,45927,2477,7,141,2861,2,45407,0
2025-11-05,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,45407,2730,2,101,2927,25,45086,0
2025-11-06,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,45086,2241,40,93,2816,23,44435,0
2025-11-07,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,44435,2262,367,0,2346,11,44707,0
2025-11-08,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,44707,1948,210,225,2378,20,44242,0
2025-11-09,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,44242,1793,481,18,2294,7,44197,0
2025-11-10,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,44197,1989,574,66,2491,14,44189,0
2025-11-11,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,44189,1991,296,155,2572,1,43748,0
2025-11-12,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43748,3019,489,104,2818,17,44317,0
2025-11-13,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,44317,2323,482,260,2692,2,44168,0
2025-11-14,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,44168,2895,112,65,2681,19,44410,0
2025-11-15,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,44410,1530,76,126,1956,16,43918,0
2025-11-16,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43918,1662,212,107,2133,7,43545,0
2025-11-17,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43545,2744,254,285,2687,17,43554,0
2025-11-18,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43554,1986,270,264,2303,12,43231,0
2025-11-19,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43231,2927,585,269,2684,26,43764,0
2025-11-20,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43764,3125,24,189,3227,7,43490,0
2025-11-21,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43490,2068,307,110,2433,7,43315,0
2025-11-22,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43315,2185,179,63,2481,18,43117,0
2025-11-23,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43117,1824,521,332,2078,15,43037,0
2025-11-24,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43037,2420,452,58,2755,18,43078,0
2025-11-25,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43078,2409,411,283,2730,15,42870,0
2025-11-26,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42870,2903,133,222,2935,13,42736,0
2025-11-27,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42736,2544,257,116,2851,8,42562,0
2025-11-28,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42562,2436,349,11,2401,1,42934,0
2025-11-29,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42934,2351,530,16,2458,12,43329,0
2025-11-30,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43329,2667,2,103,2463,22,43410,0
2025-12-01,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43410,1942,380,190,2637,3,42902,0
2025-12-02,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42902,2122,315,276,2952,5,42106,0
2025-12-03,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42106,2792,342,134,2762,18,42326,0
2025-12-04,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42326,1994,286,206,2536,11,41853,0
2025-12-05,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41853,2134,464,246,2429,15,41761,0
2025-12-06,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41761,2851,622,213,2589,9,42423,0
2025-12-07,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42423,2749,89,192,2617,13,42439,0
2025-12-08,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42439,3204,621,300,2805,13,43146,0
2025-12-09,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,43146,3032,200,312,3205,23,42838,0
2025-12-10,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42838,3052,86,149,2915,15,42897,0
2025-12-11,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42897,2378,231,32,3146,30,42298,0
2025-12-12,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42298,2220,389,77,2139,7,42684,0
2025-12-13,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42684,1704,336,308,2228,0,42188,0
2025-12-14,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42188,1908,143,268,2557,22,41392,0
2025-12-15,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41392,2962,329,39,2852,21,41771,0
2025-12-16,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41771,2158,217,115,2888,10,41133,0
2025-12-17,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41133,2469,482,64,2911,24,41085,0
2025-12-18,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41085,3555,307,39,3273,18,41617,0
2025-12-19,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41617,2719,181,315,2543,17,41642,0
2025-12-20,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41642,3087,517,75,2698,12,42461,0
2025-12-21,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42461,1897,43,265,2541,23,41572,0
2025-12-22,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41572,3192,169,75,2805,15,42038,0
2025-12-23,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42038,2122,185,314,2686,21,41324,0
2025-12-24,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41324,2836,302,212,2572,19,41659,0
2025-12-25,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41659,2399,516,6,2971,23,41574,0
2025-12-26,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41574,2770,189,273,2641,5,41614,0
2025-12-27,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41614,2625,439,268,2737,26,41647,0
2025-12-28,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41647,1738,301,331,2224,12,41119,0
2025-12-29,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41119,2872,272,299,2625,22,41317,0
2025-12-30,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41317,3352,546,82,3102,13,42018,0
2025-12-31,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,42018,2217,113,183,2848,27,41290,0
2026-01-01,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41290,2782,535,352,2879,2,41374,0
2026-01-02,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41374,2118,182,232,2741,1,40700,0
2026-01-03,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,40700,2641,39,59,2506,9,40806,0
2026-01-04,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,40806,2419,552,362,2544,22,40849,0
2026-01-05,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,40849,2052,395,166,2744,3,40383,0
2026-01-06,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,40383,2748,223,130,2894,2,40328,0
2026-01-07,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,40328,3184,455,105,2792,25,41045,0
2026-01-08,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41045,3217,508,248,2856,10,41656,0
2026-01-09,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41656,2477,285,356,2767,21,41274,0
2026-01-10,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41274,2031,391,223,2443,19,41011,0
2026-01-11,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41011,1734,439,124,2335,3,40722,0
2026-01-12,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,40722,2547,207,274,2475,4,40723,0
2026-01-13,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,40723,3119,503,108,2728,20,41489,0
2026-01-14,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41489,2328,409,22,3060,10,41134,0
2026-01-15,MX-GDL,SKU-danone-bebible-de-fresa-deslactosado,41134,4020,75,224,3526,2,41477,0
2025-07-20,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,41273,1938,191,125,2348,4,40925,0
2025-07-21,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40925,2295,559,322,2043,2,41412,0
2025-07-22,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,41412,1870,378,359,2324,14,40963,0
2025-07-23,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40963,1811,505,50,2138,18,41073,0
2025-07-24,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,41073,3654,598,54,3210,17,42044,0
2025-07-25,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,42044,2103,120,202,2184,14,41867,0
2025-07-26,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,41867,1990,195,22,2347,22,41661,0
2025-07-27,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,41661,2108,469,8,1986,12,42232,0
2025-07-28,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,42232,1939,408,230,2483,21,41845,0
2025-07-29,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,41845,2521,16,338,3094,28,40922,0
2025-07-30,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40922,2813,48,184,3108,16,40475,0
2025-07-31,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40475,2451,443,26,2292,16,41035,0
2025-08-01,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,41035,1939,55,147,2549,1,40332,0
2025-08-02,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40332,2246,286,217,2093,12,40542,0
2025-08-03,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40542,2409,566,314,2113,8,41082,0
2025-08-04,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,41082,1509,365,163,1972,4,40817,0
2025-08-05,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40817,1837,269,241,2470,15,40197,0
2025-08-06,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40197,2533,288,119,2417,13,40469,0
2025-08-07,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40469,2935,27,196,2578,8,40649,0
2025-08-08,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40649,1646,268,237,2203,11,40112,0
2025-08-09,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40112,1305,357,86,1831,6,39851,0
2025-08-10,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,39851,1507,530,17,1793,6,40072,0
2025-08-11,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,40072,2174,382,292,2478,18,39840,0
2025-08-12,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,39840,2206,118,338,2124,8,39694,0
2025-08-13,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,39694,1864,412,223,2645,3,39099,0
2025-08-14,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,39099,2807,347,174,2480,9,39590,0
2025-08-15,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,39590,1955,588,260,2461,13,39399,0
2025-08-16,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,39399,1920,519,235,1952,2,39649,0
2025-08-17,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,39649,2290,349,358,2259,16,39655,0
2025-08-18,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,39655,2167,83,178,2536,17,39174,0
2025-08-19,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,39174,1713,401,306,2198,3,38781,0
2025-08-20,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38781,2578,42,2,2534,0,38865,0
2025-08-21,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38865,2340,601,286,2378,6,39136,0
2025-08-22,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,39136,1465,381,1,2002,15,38964,0
2025-08-23,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38964,1707,184,127,2110,16,38602,0
2025-08-24,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38602,1569,175,200,1915,8,38223,0
2025-08-25,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38223,2670,162,34,2363,12,38646,0
2025-08-26,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38646,2274,255,69,2905,25,38176,0
2025-08-27,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38176,2101,478,351,2480,23,37901,0
2025-08-28,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37901,2228,607,243,2380,3,38110,0
2025-08-29,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38110,2694,289,56,2450,19,38568,0
2025-08-30,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38568,2243,545,306,2287,7,38756,0
2025-08-31,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38756,1646,453,212,2019,1,38623,0
2025-09-01,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38623,2415,93,218,3090,2,37821,0
2025-09-02,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37821,1507,337,49,1900,4,37712,0
2025-09-03,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37712,2582,430,113,2331,20,38260,0
2025-09-04,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,38260,2127,364,136,2618,19,37978,0
2025-09-05,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37978,1840,153,225,2122,15,37609,0
2025-09-06,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37609,2457,442,156,2611,20,37721,0
2025-09-07,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37721,1905,121,330,1978,16,37423,0
2025-09-08,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37423,3048,351,250,2689,23,37860,0
2025-09-09,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37860,1448,563,100,2002,1,37768,0
2025-09-10,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37768,1996,362,17,2474,0,37635,0
2025-09-11,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37635,2484,280,313,2515,6,37565,0
2025-09-12,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,37565,2380,47,199,2881,10,36902,0
2025-09-13,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,36902,1672,282,315,1961,2,36578,0
2025-09-14,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,36578,1779,121,78,1902,4,36494,0
2025-09-15,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,36494,2050,305,323,2261,20,36245,0
2025-09-16,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,36245,2167,173,303,2248,17,36017,0
2025-09-17,MX-GDL,SKU-danone-bebible-de-frutos-verdes-deslacto,36017,3234,10,279,3054,26,35902,0
